,census_tract,total_pop,not_impoverished_percap,impoverished_percap
810,239601,7054,3841,0.4554862489367735
811,239602,4536,2600,0.42680776014109345
812,239701,8191,4411,0.46148211451593213
813,239702,4400,2532,0.42454545454545456
814,239801,5021,2841,0.43417645887273454
815,239802,6414,3686,0.42531961334580604
816,240010,5482,3095,0.43542502736227656
817,240020,5310,3063,0.4231638418079096
818,240200,8748,4809,0.4502743484224966
819,240300,8281,4667,0.4364207221350079
820,240401,7044,4060,0.4236229415105054
821,240402,5356,3038,0.43278566094100074
822,240500,7880,4442,0.43629441624365484
823,240600,4863,2794,0.4254575365001028
824,240700,6182,3551,0.4255904238110644
825,240800,6896,3786,0.4509860788863109
826,240900,6963,4019,0.4228062616688209
827,241001,6895,3816,0.4465554749818709
828,241002,4060,2318,0.429064039408867
829,241110,4305,2456,0.4295005807200929
830,241120,7128,3955,0.4451459034792368
831,241201,3459,1983,0.42671292281006074
832,241202,5590,3218,0.42432915921288017
833,241300,3668,2033,0.4457470010905125
834,241400,2411,1382,0.4267938614682704
835,242000,4941,2828,0.4276462254604331
836,242100,5730,2921,0.49022687609075044
837,242200,8000,4616,0.423
838,242300,5666,3266,0.42357924461701374
839,242600,9033,4717,0.4778036089892616
840,242700,7579,4272,0.43633724765800236
841,243000,6631,3842,0.42060021112954304
842,243100,8925,4859,0.4555742296918768
843,261101,567,330,0.41798941798941797
844,261101,0,0,
845,261102,1074,619,0.4236499068901304
846,261102,0,0,
847,261200,421,250,0.40617577197149646
848,262100,361,220,0.39058171745152354
849,262200,380,225,0.40789473684210525
850,262301,435,256,0.4114942528735632
851,262302,106,63,0.4056603773584906
852,262303,281,172,0.3879003558718861
853,262400,264,159,0.3977272727272727
854,262501,859,496,0.42258440046565776
855,262601,627,356,0.43221690590111644
856,262604,735,408,0.4448979591836735
857,262704,654,365,0.4418960244648318
858,262706,382,224,0.41361256544502617
859,262802,314,188,0.4012738853503185
860,264000,696,407,0.41522988505747127
861,264102,1449,838,0.42167011732229126
862,264103,791,462,0.415929203539823
863,264301,2044,1188,0.4187866927592955
864,264302,1936,1111,0.42613636363636365
865,265100,586,334,0.4300341296928328
866,265201,635,364,0.4267716535433071
867,265202,2605,1480,0.43186180422264875
868,265301,0,0,
869,265303,9090,4619,0.49185918591859185
870,265304,5590,2830,0.4937388193202147
871,265305,7775,4037,0.4807717041800643
872,265410,105,63,0.4
873,265420,387,235,0.39276485788113696
874,265510,5730,3225,0.43717277486910994
875,265520,1850,1049,0.432972972972973
876,265601,314,189,0.3980891719745223
877,265602,1169,663,0.4328485885372113
878,265700,899,511,0.43159065628476084
879,267100,1540,872,0.43376623376623374
880,267200,1760,996,0.4340909090909091
881,267300,2479,1422,0.4263816054860831
882,267402,1263,723,0.42755344418052255
883,267403,1960,1119,0.4290816326530612
884,267404,921,533,0.4212812160694897
885,267501,2802,1605,0.4271948608137045
886,403324,0,0,
887,267502,2047,1174,0.4264777723497802
888,267600,1280,748,0.415625
889,267700,879,517,0.4118316268486917
890,267800,793,454,0.4274905422446406
891,267901,641,371,0.42121684867394693
892,267902,767,444,0.4211212516297262
893,269000,1066,605,0.4324577861163227
894,269100,1782,1051,0.4102132435465769
895,269300,163,102,0.37423312883435583
896,269500,755,454,0.39867549668874175
897,269601,2524,1521,0.3973851030110935
898,269602,3517,2093,0.4048905317031561
899,269700,1709,1015,0.4060854300760679
900,269800,1111,674,0.3933393339333933
901,269903,2015,1156,0.426302729528536
902,269904,3221,1826,0.4330953120149022
903,269905,838,489,0.41646778042959426
904,269906,1273,736,0.4218381775333857
905,269907,2016,1162,0.4236111111111111
906,270100,2095,1199,0.4276849642004773
907,270200,3506,2106,0.3993154592127781
908,270300,1379,823,0.4031907179115301
909,271100,1300,747,0.42538461538461536
910,271200,2245,1290,0.42538975501113585
911,271300,1498,863,0.42389853137516686
912,271400,465,271,0.4172043010752688
913,271500,486,284,0.4156378600823045
914,271600,1956,1115,0.42995910020449896
915,271701,1422,813,0.4282700421940928
916,271702,3595,2049,0.4300417246175243
917,271801,3193,1836,0.42499217037269027
918,271802,2782,1592,0.42774982027318476
919,271901,461,269,0.4164859002169197
920,271902,1207,693,0.4258492129246065
921,272100,999,570,0.4294294294294294
922,272201,1724,995,0.4228538283062645
923,272202,1960,1125,0.4260204081632653
924,272301,1065,611,0.4262910798122066
925,272302,2818,1625,0.4233498935415188
926,273100,443,263,0.40632054176072235
927,273200,2052,1182,0.4239766081871345
928,273300,2392,1359,0.4318561872909699
929,273402,689,396,0.42525399129172714
930,273502,1219,743,0.39048400328137817
931,273600,1126,684,0.3925399644760213
932,273700,1154,712,0.3830155979202773
933,273800,817,502,0.38555691554467564
934,273902,1242,754,0.392914653784219
935,274100,1411,863,0.38837703756201275
936,274202,975,598,0.38666666666666666
937,275101,97,67,0.30927835051546393
938,275102,3484,2148,0.38346727898966704
939,275200,3987,2440,0.3880110358665663
940,275302,1177,729,0.3806287170773152
941,275311,1041,646,0.3794428434197887
942,275400,1183,727,0.38546069315300086
943,275500,6015,3686,0.38719866999168745
944,275602,2646,1606,0.3930461073318216
945,275602,137,86,0.3722627737226277
946,275603,1114,693,0.3779174147217235
947,276000,993,606,0.38972809667673713
948,276100,4960,2952,0.40483870967741936
949,276400,1094,665,0.3921389396709324
950,276500,172,115,0.3313953488372093
951,276601,801,489,0.3895131086142322
952,276603,1449,880,0.39268461007591443
953,276604,2457,1500,0.3894993894993895
954,277000,752,459,0.3896276595744681
955,277100,1448,891,0.3846685082872928
956,277200,1465,885,0.39590443686006827
957,277400,953,577,0.3945435466946485
958,278001,1203,732,0.3915211970074813
959,278102,823,498,0.39489671931956255
960,291110,3747,2130,0.4315452361889512
961,291120,3724,2051,0.4492481203007519
962,291130,1785,1055,0.40896358543417366
963,291210,5341,3413,0.36098108968357984
964,291220,3970,2515,0.36649874055415615
965,291300,449,294,0.34521158129175944
966,292000,5799,3389,0.4155888946370064
967,292000,0,0,
968,293201,2795,1632,0.4161001788908766
969,293202,9650,5450,0.43523316062176165
970,293301,360,218,0.39444444444444443
971,293302,1490,875,0.412751677852349
972,293304,3610,2120,0.41274238227146814
973,293306,1046,613,0.41395793499043976
974,293307,567,336,0.4074074074074074
975,294110,2428,1433,0.4098023064250412
976,294120,2670,1578,0.40898876404494383
977,294200,2558,1511,0.4093041438623925
978,294301,1898,1121,0.40937829293993677
979,294302,4382,2593,0.40826106800547696
980,294410,3046,1764,0.4208798424162837
981,294421,2932,1723,0.4123465211459754
982,294510,4102,2429,0.40784982935153585
983,294520,4666,2742,0.4123446206600943
984,294610,4398,2601,0.40859481582537516
985,294620,3403,2011,0.40905083749632676
986,294701,4377,2498,0.4292894676719214
987,294810,5903,3393,0.42520752159918684
988,294820,6323,3490,0.448046813221572
989,294830,6415,3551,0.44645362431800467
990,294900,5181,2910,0.438332368268674
991,295103,1413,823,0.4175513092710545
992,296210,5402,2974,0.4494631617919289
993,296220,5804,3296,0.4321157822191592
994,296300,1106,648,0.4141048824593128
995,296401,759,453,0.4031620553359684
996,296402,609,371,0.39080459770114945
997,296500,4157,2442,0.4125571325475102
998,296600,5138,3021,0.41202802646944336
999,296901,2901,1707,0.41158221302998965
